title,viewCount,likeCount,dislikeCount,commentCount,publishedAt
NiziU(니쥬) 1st Album 「Chopstick」 MV,15605407,373758,10546,34214,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15611849,373788,10545,34216,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15617800,373829,10546,34223,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15630336,373864,10546,34242,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15647555,373937,10547,34261,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15663698,374031,10547,34259,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15677589,374088,10548,34265,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15684897,374125,10547,34286,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15690441,374150,10548,34274,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15712969,374210,10548,34306,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15743074,374313,10549,34315,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15743779,374349,10549,34338,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15756426,374394,10549,34336,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15764163,374427,10548,34344,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15766913,374443,10550,34360,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15768479,374451,10550,34360,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15771851,374463,10551,34356,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15774914,374468,10555,34361,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15783730,374494,10559,34361,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15792159,374523,10562,34377,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15796058,374543,10562,34381,2021-11-10T15:00:13Z
NiziU(니쥬) 1st Album 「Chopstick」 MV,15798639,374552,10563,34370,2021-11-10T15:00:13Z
